URL_Scrapped,Website_Address,Full_Address,Street_Number,Street_Name,Zipcode,State,City,County,Timestamp,Latitude,Longitude,Beds,Bath,Price,Available,Note
https://www.pattonallenpm.com/for-rent/,"61 Sevier St, Asheville, NC 28804","61 Sevier Street, Asheville, NC 28804, United States of America",61.0,Sevier Street,28804.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.6153191,-82.562279,,,"$1,850",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"77 Conestee St, Asheville, NC 28801-1241","77 Conestee Street, Asheville, NC 28801, United States of America",77.0,Conestee Street,28801.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.6122531,-82.5566187,,,"$1,850",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"55 S Market Street 414, Asheville, NC 28801","S Market St, Asheville, NC, United States of America",,S Market St,,North Carolina,Asheville,,2024-10-24 17:09:55,35.59337,-82.55019,,,"$2,800",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"17 Cole St, Asheville, NC 28803","17 Cole Street, Asheville, NC 28803, United States of America",17.0,Cole Street,28803.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5704302,-82.5317202,,,"$1,425",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"142.5 Beaverdam Rd, Asheville, NC 28804","Beaverdam Road, Grace, Asheville, NC 28804, United States of America",,Beaverdam Road,28804.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.6385154,-82.5426311,,,"$1,995",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"20 Rocking Porch Rd, Asheville, NC 28805","20 Rocking Porch Road, Dogwood Grove, Asheville, NC 28805, United States of America",20.0,Rocking Porch Road,28805.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5986453,-82.5170561,,,"$1,375",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"43 Ravenscroft Drive # 1, Asheville, NC 28801","43 Ravenscroft Drive, Asheville, NC 28801, United States of America",43.0,Ravenscroft Drive,28801.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5908169,-82.5537989,,,"$1,175",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"37 Skyview Pl #3, Asheville, NC 28804","37 Skyview Place, Asheville, NC 28804, United States of America",37.0,Skyview Place,28804.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.6035348,-82.5416949,,,"$1,250",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"105 Edwin Pl Apt 5, Asheville, NC 28801-1494","105 Edwin Place, Asheville, NC 28801, United States of America",105.0,Edwin Place,28801.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.611,-82.5493407,,,"$2,400",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"432 Riverview Dr, Asheville, NC 28806","Riverview Drive, Asheville, NC 28806, United States of America",,Riverview Drive,28806.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.571019,-82.5678798,,,"$2,200",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"15 Pinedale Rd, Candler, NC 28715","15 Pinedale Rd, Candler, NC, United States of America",15.0,Pinedale Rd,,North Carolina,Candler,,2024-10-24 17:09:55,35.561277,-82.652089,,,"$1,395",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"37 Skyview Pl #6, Asheville, NC 28804","37 Skyview Place, Asheville, NC 28804, United States of America",37.0,Skyview Place,28804.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.6035348,-82.5416949,,,"$1,650",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"116 East Chestnut Street Apt 32, Asheville, NC 28801","East Chestnut Street, Asheville, NC 28801, United States of America",,East Chestnut Street,28801.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.6029058,-82.5452557,,,"$1,350",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 8, Asheville, NC 28803","Hendersonville Road, Asheville, NC 28803, United States of America",,Hendersonville Road,28803.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5056058,-82.5248708,,,"$1,350",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 4, Asheville, NC 28803","Hendersonville Road, Asheville, NC 28803, United States of America",,Hendersonville Road,28803.0,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5056058,-82.5248708,,,$960,Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"145 Citadel Drive Apt 149G, Cullowhee, NC 28723","Citadel Dr, Cullowhee, NC, United States of America",,Citadel Dr,,North Carolina,Cullowhee,,2024-10-24 17:09:55,35.305391,-83.194901,,,"$1,100",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"93 Citadel Drive Apt 103, Cullowhee, NC 28723","93 Citadel Dr, Cullowhee, NC, United States of America",93.0,Citadel Dr,,North Carolina,Cullowhee,,2024-10-24 17:09:55,35.305324,-83.19495,,,"$1,770",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"24 Union St Unit 1, Asheville, NC 28804","24 Union St, Asheville, NC, United States of America",24.0,Union St,,North Carolina,Asheville,,2024-10-24 17:09:55,35.625071,-82.578187,,,"$2,750",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"567 Caribou Rd, Asheville, NC 28803","Caribou Road, Asheville, NC 28803, United States of America",,Caribou Road,28803,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5512399,-82.5250146,,,"$1,600",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"40 Little Martha Ln, Waynesville, NC 28786","Little Ln, Waynesville, NC, United States of America",,Little Ln,,North Carolina,Waynesville,,2024-10-24 17:09:55,35.464215,-83.011545,,,"$1,450",Now,Data processed successfully
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 4, Asheville, NC 28803","Hendersonville Road, Asheville, NC 28803, United States of America",,Hendersonville Road,28803,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:55,35.5056058,-82.5248708,,,"$1,450",Now,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"643 Clearview Drive, Hendersonville, NC 28792","643 Clearview Dr, Hendersonville, NC, United States of America",643,Clearview Dr,,North Carolina,Hendersonville,,2024-10-24 17:09:53,35.301493,-82.422122,,,"$1,495/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"3 Dadoo Drive, Asheville, NC 28806","Toad Dr, Asheville, NC, United States of America",,Toad Dr,,North Carolina,Asheville,,2024-10-24 17:09:53,35.609271,-82.627488,,,"$1,995/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"413 Pocono Court, Arden, NC 28704","413 Pocono Ct, Arden, NC, United States of America",413,Pocono Ct,,North Carolina,Arden,,2024-10-24 17:09:53,35.452639,-82.571744,,,"$1,695/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"33 Madeline Avenue, Asheville, NC 28806","33 Madeline Avenue, Asheville, NC 28806, United States of America",33,Madeline Avenue,28806,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:53,35.5745071,-82.6112624,,,"$2,295/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"165 Wiltshire Circle, Fletcher, NC 28732","165 Wiltshire Circle, Fletcher, NC 28732, United States of America",165,Wiltshire Circle,28732,North Carolina,Fletcher,Henderson County,2024-10-24 17:09:53,35.4401519,-82.5277846,,,"$2,195/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"71 East Street, Asheville, NC 28803","71 East Street, Asheville, NC 28803, United States of America",71,East Street,28803,North Carolina,Asheville,Buncombe County,2024-10-24 17:09:53,35.5701748,-82.5304959,,,"$2,195/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"7 Shadowbrook Lane B, Weaverville, NC 28787",,,,,,,,2024-10-24 17:09:53,,,,,"$1,350/mo.",10-25-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"2670 Seminole Drive, Hendersonville, NC 28791",,,,,,,,2024-10-24 17:09:53,,,,,"$2,595/mo.",12-01-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"30 Cedar Street, Asheville, NC 28803",,,,,,,,2024-10-24 17:09:53,,,,,"$2,395/mo.",11-15-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"6 Chambers Garden Dr, Arden, NC 28704",,,,,,,,2024-10-24 17:09:53,,,,,"$2,495/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"234 Wash Creek Drive #A, Hendersonville, NC 28739",,,,,,,,2024-10-24 17:09:53,,,,,"$1,895/mo.",11-01-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"125 S. Sunberry Trail, Fletcher, NC 28732",,,,,,,,2024-10-24 17:09:53,,,,,"$2,495/mo.",Immediately,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"705 N. Wild Oaks Lane, Hendersonville, NC 28791",,,,,,,,2024-10-24 17:09:53,,,,,"$2,195/mo.",11-01-2024,Data processed successfully
https://www.tonsofrentals.com/asheville-homes-for-rent?&sort=amount%7Cdesc,"9 White Ave, Asheville, NC 28803",,,,,,,,2024-10-24 17:09:53,,,,,"$2,195/mo.",Immediately,Data processed successfully
https://www.baldwinrealestateinc.com/,,,,,,,,,2024-10-24 17:09:17,,,,,,,Room link retrieval failed
https://www.azaleamanagement.com/,,,,,,,,,2024-10-24 17:09:11,,,,,,,Room link retrieval failed
https://ashevillepropertymanagementinc.com/,,,,,,,,,2024-10-24 17:09:05,,,,,,,Room link retrieval failed
