URL_Scrapped,Website_Address,Full_Address,Street_Number,Street_Name,Zipcode,State,City,County,Latitude,Longitude,Beds,Bath,Price,Available,Note,Timestamp
https://www.kipsbaycourt.com/nyc-apartments-for-rent/,"520 Second Avenue, Apt 23C","Central Region, Uganda",,,,Central Region,,,0.5,32.0,2 Bed,,"$5,900",Available Now,Data processed successfully,2024-10-26 05:18:04
https://www.kipsbaycourt.com/nyc-apartments-for-rent/,"500 Second Avenue, Apt 05F","Fakaofo, Tokelau, New Zealand",,,,Fakaofo,,,-9.376,-171.233,3 Bed,,"$6,555",Available November 8,Data processed successfully,2024-10-26 05:18:04
https://www.kipsbaycourt.com/nyc-apartments-for-rent/,"484 Second Avenue, Apt 04F","Fakaofo, Tokelau, New Zealand",,,,Fakaofo,,,-9.376,-171.233,3 Bed,,"$6,745",Available Now,Data processed successfully,2024-10-26 05:18:04
https://www.kipsbaycourt.com/nyc-apartments-for-rent/,"484 Second Avenue, Apt 17F","Fakaofo, Tokelau, New Zealand",,,,Fakaofo,,,-9.376,-171.233,3 Bed,,"$7,065",Available Now,Data processed successfully,2024-10-26 05:18:04
https://www.kipsbaycourt.com/nyc-apartments-for-rent/,"460 Second Avenue, Apt 04A","Alicante, Valencia, Spain",,,,Valencia,,Alicante,38.5,-0.5,4 Bed,,"$9,080",Available November 10,Data processed successfully,2024-10-26 05:18:04
https://www.kipsbaycourt.com/nyc-apartments-for-rent/,"490 Second Avenue, Apt 05A","Alicante, Valencia, Spain",,,,Valencia,,Alicante,38.5,-0.5,4 Bed,,"$9,295",Available Now,Data processed successfully,2024-10-26 05:18:04
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"111 Becky Don Drive 15, Greer, SC 29651","Becky Don Dr, Greer, SC, United States of America",,Becky Don Dr,,South Carolina,Greer,,34.955467,-82.240631,2,,"$1,245/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"304 Country Gardens Drive, Fountain Inn, SC 29644","304 Country Gardens Drive, Fountain Inn, SC 29644, United States of America",304,Country Gardens Drive,29644,South Carolina,Fountain Inn,Laurens County,34.7082597,-82.1797432,3,,"$1,595/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"3 Traynham Street, Greenville, SC 29605","3 Traynham Street, Dreher Colony, Greenville County, SC 29605, United States of America",3,Traynham Street,29605,South Carolina,,Greenville County,34.8016082,-82.379317,2,,"$1,100/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"10 Traynham Street Unit A, Greenville, SC 29605","10 Traynham Street, Dreher Colony, Greenville County, SC 29605, United States of America",10,Traynham Street,29605,South Carolina,,Greenville County,34.8014428,-82.3792334,2,,"$1,100/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"126 Adger Rd, Pendleton, SC 29670","Adger Road, La France, SC 29670, United States of America",,Adger Road,29670,South Carolina,La France,Anderson County,34.6250376,-82.7836511,3,,"$1,675/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"108 Bluet Lane, Taylors, SC 29687","Bluet Dr, Gray Court, SC, United States of America",,Bluet Dr,,South Carolina,Gray Court,,34.559278,-82.208894,3,,"$1,650/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"848 Throckmorton Ct., Greenville, SC 29605","Throckmorton Court, Greenville County, SC 29636, United States of America",,Throckmorton Court,29636,South Carolina,,Greenville County,34.7542662,-82.3544538,4,,"$2,400/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"224 Spring Street, Arcadia, SC 29320","224 Spring Street, Arcadia, Spartanburg County, SC 29320, United States of America",224,Spring Street,29320,South Carolina,,Spartanburg County,34.960653,-81.991016,2,,"$1,100/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"122 Frances Cannon Drive, Anderson, SC 29621","Frances Cannon Dr, Anderson, SC, United States of America",,Frances Cannon Dr,,South Carolina,Anderson,,34.572849,-82.670676,5,,"$2,595/mo.",12-12-2024,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"430 Pleasant Valley Rd, Spartanburg, SC 29307","430 Pleasant Valley Road, Spartanburg County, SC 29307, United States of America",430,Pleasant Valley Road,29307,South Carolina,,Spartanburg County,35.001273,-81.7911955,3,,"$1,395/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"205 Carlton Drive, Spartanburg, SC 29306","205 Carlton Drive, Spartanburg, SC 29302, United States of America",205,Carlton Drive,29302,South Carolina,Spartanburg,Spartanburg County,34.9260705,-81.9020665,3,,"$1,395/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"10 Rimmon Trail, Travelers Rest, SC 29690","10 Rimmon Trail, Travelers Rest, SC 29690, United States of America",10,Rimmon Trail,29690,South Carolina,Travelers Rest,Greenville County,34.9669373,-82.4377254,2,,"$1,995/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"88 West Park Drive H, Spartanburg, SC 29306","W Park Dr, Spartanburg, SC, United States of America",,W Park Dr,,South Carolina,Spartanburg,,34.935423,-81.914051,2,,$875/mo.,Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"100 East Washington Street #66, Greenville, SC 29601","100 East Washington Street, Greenville, SC 29601, United States of America",100,East Washington Street,29601,South Carolina,Greenville,Greenville County,34.8501837,-82.3978999,1,,"$1,695/mo.",11-08-2024,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"326 S. Spring Street, Spartanburg, SC 29306","326 South Spring Street, Spartanburg, SC 29306, United States of America",326,South Spring Street,29306,South Carolina,Spartanburg,Spartanburg County,34.943117,-81.930856,2,,"$1,465/mo.",11-09-2024,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"328 S. Spring Street, Spartanburg, SC 29306","328 South Spring Street, Spartanburg, SC 29306, United States of America",328,South Spring Street,29306,South Carolina,Spartanburg,Spartanburg County,34.9430419,-81.9309966,2,,"$1,465/mo.",11-09-2024,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"304 Shaw Street, Greenville, SC 29609","304 Shaw Street, Greenville, SC 29609, United States of America",304,Shaw Street,29609,South Carolina,Greenville,Greenville County,34.8674884,-82.4069633,2,,"$1,125/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"250 Cedar Ridge, Anderson, SC 29621","250 Cedar Ridge, Highland Acres, Anderson, SC 29621, United States of America",250,Cedar Ridge,29621,South Carolina,Anderson,Anderson County,34.5072036,-82.6097315,2,,"$1,000/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"9 Reedy River Way, Greenville, SC 29605","9 Reedy River Way, Greenville County, SC 29605, United States of America",9,Reedy River Way,29605,South Carolina,,Greenville County,34.7376261,-82.327758,3,,"$2,095/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"427 Gentry Street, Spartanburg, SC 29303","427 Gentry Street, Spartanburg, SC 29303, United States of America",427,Gentry Street,29303,South Carolina,Spartanburg,Spartanburg County,34.9662305,-81.9186469,3,,"$1,650/mo.",11-01-2024,Data processed successfully,2024-10-26 05:14:27
https://www.tonsofrentals.com/greenville-homes-for-rent?&sort=amount%7Cdesc,"7 A Retriever Lane, Greenville, SC 29607","7 Retriever Lane, Cavalier Woods, Greenville, SC 29607, United States of America",7,Retriever Lane,29607,South Carolina,Greenville,Greenville County,34.7928002,-82.3502041,2,,"$1,250/mo.",Immediately,Data processed successfully,2024-10-26 05:14:27
https://houseinorderpm.com/homes-for-rent,"50 Crestmont Ave. Asheville , NC 28806","50 Crestmont Avenue, Asheville, NC 28806, United States of America",50,Crestmont Avenue,28806,North Carolina,Asheville,Buncombe County,35.5754231,-82.5713955,2,,$925,Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"1 Katra Lane Asheville , NC 28805","1 Katra Ln, Asheville, NC, United States of America",1,Katra Ln,,North Carolina,Asheville,,35.616968,-82.478006,1,,"$2,300",11/1/2024,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"131 W Chestnut St Unit B Asheville , NC 28801","West Chestnut Street, Asheville, NC 28801, United States of America",,West Chestnut Street,28801,North Carolina,Asheville,Buncombe County,35.6016246,-82.5606639,2,,"$1,400",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"9 Kenilworth Knolls Unit 217 Asheville , NC 28805","Kenilworth Knoll, Asheville, NC, United States of America",,Kenilworth Knoll,,North Carolina,Asheville,,35.589669,-82.529713,1,,$850,Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"23 Crider Circle RV Spot Maggie Valley , NC 28751","Crider Cir, Maggie Valley, NC, United States of America",,Crider Cir,,North Carolina,Maggie Valley,,35.51562,-83.081928,Studio,,"$3,995",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"26 Edgemont Rd. Asheville , NC 28801","26 Edgemont Road, Asheville, NC 28801, United States of America",26,Edgemont Road,28801,North Carolina,Asheville,Buncombe County,35.6129987,-82.5446805,4,,"$3,400",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"46 Garden Circle Asheville , NC 28806","46 Garden Circle, Asheville, NC 28806, United States of America",46,Garden Circle,28806,North Carolina,Asheville,Buncombe County,35.5753239,-82.5732231,4,,"$2,500",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"358 London Road Asheville , NC 28803","London Road, Asheville, NC 28803, United States of America",,London Road,28803,North Carolina,Asheville,Buncombe County,35.5586749,-82.5335433,3,,"$1,425",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"38 Lone Coyote Ridge Unit A Fletcher , NC 28732","38 Lone Coyote Ridge, Fletcher, NC, United States of America",38,Lone Coyote Ridge,,North Carolina,Fletcher,,35.519673,-82.435008,2,,"$2,600",11/1/2024,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"135 Broad St. Unit 2 Asheville , NC 28801","135 Broad Street, Asheville, NC 28801, United States of America",135,Broad Street,28801,North Carolina,Asheville,Buncombe County,35.6040593,-82.5474166,1,,"$2,400",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"135 Broad St. Unit 3 Asheville , NC 28801","135 Broad Street, Asheville, NC 28801, United States of America",135,Broad Street,28801,North Carolina,Asheville,Buncombe County,35.6040593,-82.5474166,1,,"$1,795",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"46 Spicewood Rd. Unit B Weaverville , NC 28787","Spicewood Rd, Weaverville, NC, United States of America",,Spicewood Rd,,North Carolina,Weaverville,,35.704084,-82.600465,2,,"$1,795",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"46 Spicewood Rd. Unit C Weaverville , NC 28787","Spicewood Rd, Weaverville, NC, United States of America",,Spicewood Rd,,North Carolina,Weaverville,,35.704084,-82.600465,2,,"$2,200",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"1020 Baldwin Commons Drive Arden , NC 28704","Baldwin Gap Rd, Arden, NC, United States of America",,Baldwin Gap Rd,,North Carolina,Arden,,35.479099,-82.589687,3,,"$2,400",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"329 Moutain Laurel Asheville , NC 28805","Laurel Ln, Asheville, NC, United States of America",,Laurel Ln,,North Carolina,Asheville,,35.58211,-82.513424,1,,"$1,560",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"223 Williams Rd Fletcher , NC 28732","Williams Rd, Fletcher, NC, United States of America",,Williams Rd,,North Carolina,Fletcher,,35.479519,-82.482222,2,,"$1,200",11/5/2024,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"114 Shamrock Park Drive Landrum , SC 29356","114 Shamrock Park Drive, Landrum, Spartanburg County, SC 29356, United States of America",114,Shamrock Park Drive,29356,South Carolina,Landrum,Spartanburg County,35.1620725,-82.176161,3,,"$1,750",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"7 Sirenas Way Unit A Fletcher , NC 28732","Fletcher, North Carolina, United States of America",,,,North Carolina,Fletcher,,35.43067,-82.50123,2,,"$1,725",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"28 Edgemont Rd Unit 12 Asheville , NC 28801","28 Edgemont Road, Asheville, NC 28801, United States of America",28,Edgemont Road,28801,North Carolina,Asheville,Buncombe County,35.6130277,-82.5446201,2,,"$1,825",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"30 Edgemont Rd Unit 24 Asheville , NC 28801","30 Edgemont Road, Asheville, NC 28801, United States of America",30,Edgemont Road,28801,North Carolina,Asheville,Buncombe County,35.6130567,-82.5445597,3,,"$1,425",Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"1451 Dana Rd Hendersonville , NC 28792","Dana Road, Hendersonville, NC 28792, United States of America",,Dana Road,28792,North Carolina,Hendersonville,Henderson County,35.328578,-82.439891,2,,$0,Now,Data updated successfully,2024-10-26 05:13:32
https://houseinorderpm.com/homes-for-rent,"339 Hazel Mill Rd. Asheville , NC 28806","339 Hazel Mill Road, Asheville, NC 28806, United States of America",339,Hazel Mill Road,28806,North Carolina,Asheville,Buncombe County,35.5915021,-82.5901362,3,,,,Data processed successfully,2024-10-26 05:13:32
https://www.pattonallenpm.com/for-rent/,"187 Swannanoa Ave Asheville , NC 28806","187 Swannanoa Avenue, Asheville, NC 28806, United States of America",187,Swannanoa Avenue,28806,North Carolina,Asheville,Buncombe County,35.5718904,-82.576831,2,,"$2,500",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"731 Macedonia Rd Asheville , NC 28804-9650","731 Macedonia Rd, Asheville, NC, United States of America",731,Macedonia Rd,,North Carolina,Asheville,,35.650303,-82.62746,3,,"$1,350",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"33 Starnes Ave Apt 3 Asheville , NC 28801","33 Starnes Avenue, Asheville, NC 28801, United States of America",33,Starnes Avenue,28801,North Carolina,Asheville,Buncombe County,35.600014,-82.5571439,1,,"$1,325",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"7 Night Owl Haven Fletcher , NC 28732","Knight St, Robbinsville, NC, United States of America",,Knight St,,North Carolina,Robbinsville,,35.325381,-83.810758,3,,"$2,200",12/12/2024,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"114.5 Clingman Ave Asheville , NC 28801","Clingman Avenue, Asheville, NC 28801, United States of America",,Clingman Avenue,28801,North Carolina,Asheville,Buncombe County,35.5932306,-82.5624436,1,,"$1,500",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"11 Jeff Dr Asheville , NC 28806-8858","11 Jeff Drive, Asheville, NC 28806, United States of America",11,Jeff Drive,28806,North Carolina,Asheville,Buncombe County,35.5404693,-82.6007071,3,,"$2,100",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"64 Mildred Ave Unit 1/2 Asheville , NC 28806","64 Mildred Avenue, Asheville, NC 28806, United States of America",64,Mildred Avenue,28806,North Carolina,Asheville,Buncombe County,35.5811359,-82.5946201,1,,"$1,425",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"61 Haywood Rd Asheville , NC 28806","61 Haywood Road, Asheville, NC 28806, United States of America",61,Haywood Road,28806,North Carolina,Asheville,Buncombe County,35.5817481,-82.5725234,3,,"$1,200",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"205 Laurel Ridge Road Asheville , NC 28805","205 Laurel Ridge Rd, Asheville, NC, United States of America",205,Laurel Ridge Rd,,North Carolina,Asheville,,35.62871,-82.472821,4,,"$3,200",11/1/2024,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"61 Sevier St Asheville , NC 28804","61 Sevier Street, Asheville, NC 28804, United States of America",61,Sevier Street,28804,North Carolina,Asheville,Buncombe County,35.6153191,-82.562279,3,,"$3,200",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"77 Conestee St Asheville , NC 28801-1241","77 Conestee Street, Asheville, NC 28801, United States of America",77,Conestee Street,28801,North Carolina,Asheville,Buncombe County,35.6122531,-82.5566187,2,,"$1,850",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"24 Union St Unit 1 Asheville , NC 28804","24 Union St, Asheville, NC, United States of America",24,Union St,,North Carolina,Asheville,,35.625071,-82.578187,2,,"$1,770",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"567 Caribou Rd Asheville , NC 28803","Caribou Road, Asheville, NC 28803, United States of America",,Caribou Road,28803,North Carolina,Asheville,Buncombe County,35.5512399,-82.5250146,2,,"$2,750",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"55 S Market Street 414 Asheville , NC 28801","S Market St, Asheville, NC, United States of America",,S Market St,,North Carolina,Asheville,,35.59337,-82.55019,1,,"$1,850",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"17 Cole St Asheville , NC 28803","17 Cole Street, Asheville, NC 28803, United States of America",17,Cole Street,28803,North Carolina,Asheville,Buncombe County,35.5704302,-82.5317202,4,,"$2,800",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"142.5 Beaverdam Rd Asheville , NC 28804","Beaverdam Road, Grace, Asheville, NC 28804, United States of America",,Beaverdam Road,28804,North Carolina,Asheville,Buncombe County,35.6385154,-82.5426311,2,,"$1,400",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"20 Rocking Porch Rd Asheville , NC 28805","20 Rocking Porch Road, Dogwood Grove, Asheville, NC 28805, United States of America",20,Rocking Porch Road,28805,North Carolina,Asheville,Buncombe County,35.5986453,-82.5170561,3,,"$1,995",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"43 Ravenscroft Drive # 1 Asheville , NC 28801","43 Ravenscroft Drive, Asheville, NC 28801, United States of America",43,Ravenscroft Drive,28801,North Carolina,Asheville,Buncombe County,35.5908169,-82.5537989,2,,"$1,375",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"37 Skyview Pl #3 Asheville , NC 28804","37 Skyview Place, Asheville, NC 28804, United States of America",37,Skyview Place,28804,North Carolina,Asheville,Buncombe County,35.6035348,-82.5416949,Studio,,"$1,175",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"105 Edwin Pl Apt 5 Asheville , NC 28801-1494","105 Edwin Place, Asheville, NC 28801, United States of America",105,Edwin Place,28801,North Carolina,Asheville,Buncombe County,35.611,-82.5493407,1,,"$1,250",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"432 Riverview Dr Asheville , NC 28806","Riverview Drive, Asheville, NC 28806, United States of America",,Riverview Drive,28806,North Carolina,Asheville,Buncombe County,35.571019,-82.5678798,3,,"$2,400",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"15 Pinedale Rd Candler , NC 28715","15 Pinedale Rd, Candler, NC, United States of America",15,Pinedale Rd,,North Carolina,Candler,,35.561277,-82.652089,3,,"$2,200",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"37 Skyview Pl #6 Asheville , NC 28804","37 Skyview Place, Asheville, NC 28804, United States of America",37,Skyview Place,28804,North Carolina,Asheville,Buncombe County,35.6035348,-82.5416949,1,,"$1,375",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"116 East Chestnut Street Apt 32 Asheville , NC 28801","East Chestnut Street, Asheville, NC 28801, United States of America",,East Chestnut Street,28801,North Carolina,Asheville,Buncombe County,35.6029058,-82.5452557,2,,"$1,650",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 8 Asheville , NC 28803","Hendersonville Road, Asheville, NC 28803, United States of America",,Hendersonville Road,28803,North Carolina,Asheville,Buncombe County,35.5056058,-82.5248708,1,,"$1,325",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"145 Citadel Drive Apt 149G Cullowhee , NC 28723","Citadel Dr, Cullowhee, NC, United States of America",,Citadel Dr,,North Carolina,Cullowhee,,35.305391,-83.194901,Studio,,$960,Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"93 Citadel Drive Apt 103 Cullowhee , NC 28723","93 Citadel Dr, Cullowhee, NC, United States of America",93,Citadel Dr,,North Carolina,Cullowhee,,35.305324,-83.19495,2,,"$1,100",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"40 Little Martha Ln Waynesville , NC 28786","Little Ln, Waynesville, NC, United States of America",,Little Ln,,North Carolina,Waynesville,,35.464215,-83.011545,2,,"$1,600",Now,Data updated successfully,2024-10-26 05:13:31
https://www.pattonallenpm.com/for-rent/,"1010 Hendersonville Rd Apt 4 Asheville , NC 28803","Hendersonville Road, Asheville, NC 28803, United States of America",,Hendersonville Road,28803,North Carolina,Asheville,Buncombe County,35.5056058,-82.5248708,2,,"$1,450",Now,Data updated successfully,2024-10-26 05:13:31
